Pclass,Age,SibSp,Parch,Fare,name__len,age__was_missing,cabin__was_missing,embarked__was_missing,sex_female,sex_male,ticket__freq,cabin__freq,embarked_C,embarked_Q,embarked_S,Survived
1,28.0,0,0,26.0,26.0,1,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,4.0,0,2,22.025,35.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
2,16.0,0,0,26.0,19.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
1,58.0,0,0,29.7,23.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,1,0,0,0
3,40.5,0,2,14.5,31.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,25.0,0,0,7.65,23.0,0,0,0,0,1,0.001122334455667789,0.002244668911335578,0,0,1,0
3,28.0,0,0,7.8958,21.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,51.0,0,0,7.0542,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,28.0,0,0,0.0,27.0,1,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,0
3,17.0,4,2,7.925,31.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,0,0,6.95,15.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,40.0,1,1,15.5,16.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,1,0,0
3,25.0,0,0,0.0,28.0,0,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,1
1,47.0,0,0,25.5875,26.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
1,28.0,0,0,26.55,18.0,1,0,0,0,1,0.001122334455667789,0.002244668911335578,0,0,1,0
2,44.0,1,0,26.0,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,23.0,3,2,249.00622000000035,26.0,0,0,0,1,0,0.004489337822671156,0.004489337822671156,0,0,1,1
2,18.0,0,0,11.5,24.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,29.0,1,0,21.0,31.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,12.0,1,0,11.2417,28.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,1
3,11.0,0,0,18.7875,24.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,0
3,22.0,0,0,7.75,20.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,1
2,19.0,0,0,10.5,31.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,22.0,1,0,7.25,23.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,33.0,0,0,7.8958,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,56.0,0,0,26.55,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,1.0,0,2,37.0042,21.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,1
3,22.0,0,0,7.7958,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.2292,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,28.0,0,0,7.75,19.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,7.0,4,1,29.125,18.0,0,1,0,0,1,0.005611672278338945,0.7710437710437711,0,1,0,0
3,4.0,0,1,13.4167,18.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,65.87,0,0,7.75,20.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
2,18.0,0,0,13.0,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,20.0,1,1,15.7417,16.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,1
2,24.0,2,0,73.5,25.0,0,1,0,0,1,0.005611672278338945,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.225,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
2,34.0,0,0,10.5,28.0,0,0,0,1,0,0.001122334455667789,0.003367003367003367,0,0,1,1
3,28.0,0,0,7.75,26.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,1
1,31.0,0,2,164.8667,24.0,0,0,0,1,0,0.002244668911335578,0.001122334455667789,0,0,1,1
3,30.0,0,0,7.8958,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,18.0,0,0,11.5,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,9.0,3,2,27.9,18.0,0,1,0,1,0,0.006734006734006734,0.7710437710437711,0,0,1,0
1,39.0,1,1,79.65,38.0,0,0,0,1,0,0.003367003367003367,0.002244668911335578,0,0,1,1
1,33.0,1,0,53.1,46.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
1,65.87,1,1,71.0,28.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,0,0,1,0
1,24.0,0,0,69.3,29.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,1,0,0,1
1,58.0,0,1,153.4625,45.0,0,0,0,1,0,0.003367003367003367,0.002244668911335578,0,0,1,1
3,21.0,0,0,7.8542,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,17.0,1,0,108.9,55.10000000000002,0,0,0,1,0,0.002244668911335578,0.002244668911335578,1,0,0,1
3,28.0,1,1,14.4,54.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,0
1,24.0,0,0,83.1583,30.0,0,0,0,1,0,0.002244668911335578,0.001122334455667789,1,0,0,1
3,28.0,0,0,7.225,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,28.0,1,0,15.5,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,42.0,0,0,8.6625,16.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,18.0,1,0,6.4958,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,2.0,0,1,12.2875,24.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
2,34.0,0,0,13.0,20.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,3.0,4,2,31.3875,33.0,0,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,1
1,58.0,0,0,146.5208,20.0,0,0,0,1,0,0.002244668911335578,0.001122334455667789,1,0,0,1
3,32.0,0,0,7.75,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,31.0,0,0,7.925,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,0,0,7.775,22.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
2,27.0,1,0,13.8583,28.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,11.0,5,2,46.9,34.0,0,1,0,0,1,0.006734006734006734,0.7710437710437711,0,0,1,0
2,23.0,0,0,13.0,28.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,40.0,0,0,0.0,21.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,28.0,0,0,7.2292,19.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,28.0,0,0,7.8958,23.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
2,28.0,0,0,13.0,25.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,1,0,19.9667,36.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,19.0,0,0,10.1708,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,30.0,1,1,24.15,52.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,0
3,20.0,0,0,7.8542,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,56.4958,15.0,0,1,0,0,1,0.007856341189674524,0.7710437710437711,0,0,1,0
3,36.0,0,0,0.0,19.0,0,1,0,0,1,0.004489337822671156,0.7710437710437711,0,0,1,0
3,28.0,0,0,8.05,33.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,24.0,3,2,249.00622000000035,30.0,0,0,0,1,0,0.004489337822671156,0.004489337822671156,0,0,1,1
3,28.5,0,0,7.2292,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,24.0,0,3,19.2583,37.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,1,0,0,1
2,42.0,0,0,13.0,33.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,54.0,0,1,77.2875,27.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,0,0,1,0
3,25.0,0,0,7.7417,21.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,7.0,4,1,39.6875,26.0,0,1,0,0,1,0.006734006734006734,0.7710437710437711,0,0,1,0
3,25.0,1,0,17.8,25.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,27.0,0,1,12.475,18.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
3,24.0,1,0,15.85,52.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,28.0,0,0,7.25,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,28.0,0,0,12.65,32.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,19.0,0,0,14.5,20.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,22.0,0,0,7.25,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.225,23.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,28.0,5,2,69.55,23.0,1,1,0,1,0,0.007856341189674524,0.7710437710437711,0,0,1,0
1,42.0,0,0,26.2875,33.0,0,0,0,0,1,0.001122334455667789,0.002244668911335578,0,0,1,1
2,50.0,0,0,13.0,23.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,3.0,1,1,18.75,30.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,1
1,28.0,0,0,227.525,19.0,1,1,0,0,1,0.004489337822671156,0.7710437710437711,1,0,0,0
3,18.0,2,0,18.0,34.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,0
3,18.0,1,1,7.8542,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,44.0,2,0,90.0,27.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,0,1,0,0
1,28.0,0,0,30.0,27.0,1,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,1
1,28.0,0,0,42.4,25.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,1,0,24.15,19.0,1,1,0,0,1,0.003367003367003367,0.7710437710437711,0,1,0,0
3,16.0,0,0,7.775,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.3125,21.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,22.0,0,0,7.8958,20.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,4.0,1,1,23.0,17.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
2,28.0,0,0,13.0,28.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,24.0,0,0,7.1417,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
2,30.0,0,0,12.35,25.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,1
3,29.0,0,2,15.2458,39.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,24.0,0,0,9.5,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,45.0,1,1,164.8667,42.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
2,32.0,0,0,13.0,19.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,21.0,0,0,7.925,21.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,35.0,0,0,249.00622000000035,22.0,0,0,0,0,1,0.003367003367003367,0.001122334455667789,1,0,0,1
3,28.0,5,2,69.55,28.0,1,1,0,1,0,0.007856341189674524,0.7710437710437711,0,0,1,0
3,28.0,2,0,23.25,18.0,1,1,0,0,1,0.002244668911335578,0.7710437710437711,0,1,0,1
1,36.0,0,1,249.00622000000035,34.0,0,0,0,0,1,0.003367003367003367,0.002244668911335578,1,0,0,1
3,41.0,0,4,39.6875,38.0,0,1,0,1,0,0.006734006734006734,0.7710437710437711,0,0,1,0
3,23.0,0,0,7.55,31.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,34.0,1,1,14.4,25.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
2,28.0,0,0,33.0,26.0,1,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
3,28.0,0,0,24.15,17.0,1,1,0,0,1,0.003367003367003367,0.7710437710437711,0,1,0,0
3,15.0,0,0,7.225,32.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,1,0,0,1
3,28.0,0,0,8.05,24.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,18.0,0,0,7.775,31.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,30.0,0,0,8.05,15.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,32.0,2,0,73.5,18.0,0,1,0,0,1,0.005611672278338945,0.7710437710437711,0,0,1,0
3,4.0,4,1,29.125,20.0,0,1,0,0,1,0.005611672278338945,0.7710437710437711,0,1,0,0
3,2.0,4,1,29.125,20.0,0,1,0,0,1,0.005611672278338945,0.7710437710437711,0,1,0,0
3,28.0,0,0,8.05,17.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,2,0,21.6792,19.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
1,48.0,0,0,25.9292,51.0,0,0,0,1,0,0.001122334455667789,0.002244668911335578,0,0,1,1
3,31.0,0,0,7.75,23.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
1,47.0,0,0,34.0208,28.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,26.0,1,0,16.1,47.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,0
3,9.0,5,2,46.9,30.0,0,1,0,0,1,0.006734006734006734,0.7710437710437711,0,0,1,0
3,19.0,0,0,8.05,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,0,0,8.05,19.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,22.0,0,0,9.35,28.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.225,23.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
2,28.0,0,1,33.0,17.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,0
2,24.0,2,3,18.75,37.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
3,17.0,0,0,8.6625,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,1,0,15.5,19.0,1,1,0,0,1,0.002244668911335578,0.7710437710437711,0,1,0,0
3,28.0,3,1,25.4667,23.0,1,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,0
3,21.0,0,0,8.05,24.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,51.0,0,0,26.55,22.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,1
3,3.0,3,1,21.075,26.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,0
3,1.0,2,1,19.2583,29.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,1,0,0,1
3,28.0,0,0,7.2292,16.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,0
3,34.0,0,0,8.05,28.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,18.0,0,1,23.0,19.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
1,44.0,0,0,27.7208,41.0,0,0,0,1,0,0.001122334455667789,0.001122334455667789,1,0,0,1
3,28.0,0,0,14.5,18.0,1,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,28.0,0,0,9.5,27.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,37.0,0,0,9.5875,30.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
2,21.0,1,0,11.5,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,36.0,1,0,78.85,29.0,0,0,0,0,1,0.002244668911335578,0.001122334455667789,0,0,1,0
3,32.0,0,0,7.925,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,1,2,23.45,40.0,1,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,0
3,26.0,0,0,7.775,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,65.87,0,0,30.0,36.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,1
3,55.5,0,0,8.05,16.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,60.0,1,1,39.0,33.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.7333,24.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,18.0,0,0,7.775,30.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,14.5,1,0,14.4542,20.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,1,0,0,0
2,19.0,0,0,10.5,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
2,4.0,2,1,39.0,27.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
3,33.0,0,0,8.6542,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,21.0,0,0,7.7333,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,10.0,0,2,24.15,25.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,0
2,47.0,0,0,15.0,23.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,2.0,4,2,31.275,33.0,0,1,0,1,0,0.007856341189674524,0.7710437710437711,0,0,1,0
2,29.0,1,0,26.0,50.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
1,22.0,1,0,66.6,33.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,0,0,1,1
3,28.0,1,0,15.85,30.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
1,28.0,0,0,29.7,20.0,1,0,0,0,1,0.001122334455667789,0.001122334455667789,1,0,0,1
3,26.0,0,0,18.7875,27.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,1
3,33.0,0,0,9.5,32.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,27.0,0,0,10.5,35.0,0,0,0,1,0,0.001122334455667789,0.003367003367003367,0,0,1,1
3,27.0,0,2,11.1333,49.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,0,0,1,1
2,34.0,0,0,13.0,28.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,7.2292,16.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,1,0,0,1
1,30.0,0,0,27.75,31.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,1,0,0,0
3,30.0,1,0,16.1,24.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
2,28.0,0,0,12.35,19.0,1,0,0,1,0,0.001122334455667789,0.003367003367003367,0,1,0,1
3,28.0,0,0,7.775,26.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,53.0,2,0,51.4792,45.0,0,0,0,1,0,0.001122334455667789,0.001122334455667789,0,0,1,1
3,32.0,0,0,7.925,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,52.0,0,0,13.0,21.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
1,52.0,1,1,79.65,17.0,0,0,0,0,1,0.003367003367003367,0.002244668911335578,0,0,1,0
3,39.0,1,4,31.275,55.10000000000002,0,1,0,1,0,0.007856341189674524,0.7710437710437711,0,0,1,0
1,2.0,1,2,151.55,28.0,0,0,0,1,0,0.004489337822671156,0.003367003367003367,0,0,1,0
3,44.0,0,0,7.925,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
2,51.0,0,0,12.525,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,39.0,0,0,26.0,46.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
1,46.0,0,0,79.2,24.0,0,0,0,0,1,0.002244668911335578,0.001122334455667789,1,0,0,0
1,17.0,0,2,110.8833,27.0,0,0,0,0,1,0.004489337822671156,0.001122334455667789,1,0,0,1
3,30.0,0,0,8.05,29.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,9.0,2,2,34.375,32.0,0,1,0,1,0,0.004489337822671156,0.7710437710437711,0,0,1,0
3,27.0,0,0,7.7958,44.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
3,21.0,0,0,8.6625,16.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,56.4958,15.0,1,1,0,0,1,0.007856341189674524,0.7710437710437711,0,0,1,0
3,26.0,0,0,7.8958,17.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,3.0,1,1,15.9,38.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,1
2,48.0,0,0,13.0,28.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,36.0,0,0,135.6333,24.0,0,0,0,1,0,0.003367003367003367,0.001122334455667789,1,0,0,1
3,28.0,1,0,15.5,47.0,1,1,0,1,0,0.002244668911335578,0.7710437710437711,0,1,0,1
2,32.5,0,0,13.0,19.0,0,0,0,1,0,0.001122334455667789,0.003367003367003367,0,0,1,1
1,33.0,0,0,86.5,55.10000000000002,0,0,0,1,0,0.003367003367003367,0.002244668911335578,0,0,1,1
2,22.0,1,2,41.5792,53.0,0,1,0,1,0,0.003367003367003367,0.7710437710437711,1,0,0,1
3,19.0,0,0,6.75,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,1,0,0
3,65.87,0,0,7.775,19.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,42.0,0,1,8.4042,32.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,40.0,0,0,153.4625,25.0,0,0,0,1,0,0.003367003367003367,0.002244668911335578,0,0,1,1
3,35.0,1,1,20.25,32.0,0,1,0,1,0,0.002244668911335578,0.7710437710437711,0,0,1,1
3,24.0,0,0,8.85,19.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,39.0,0,0,7.925,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
2,32.5,1,0,30.0708,20.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,1,0,0,0
2,1.0,2,1,39.0,25.0,0,0,0,0,1,0.002244668911335578,0.002244668911335578,0,0,1,1
3,34.0,0,0,6.4958,26.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,64.0,1,4,249.00622000000035,17.0,0,0,0,0,1,0.004489337822671156,0.004489337822671156,0,0,1,0
3,25.0,0,0,7.775,37.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,28.0,0,0,8.05,39.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,1.0,1,2,20.575,26.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,1
3,45.0,0,0,6.975,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,31.0,1,1,26.25,19.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,0,0,1,0
3,21.0,1,0,9.825,24.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,0
3,25.0,0,0,7.8958,21.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,15.0,0,1,211.3375,33.0,0,0,0,1,0,0.003367003367003367,0.002244668911335578,0,0,1,1
3,26.0,0,0,7.8875,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,30.0,0,0,10.5,18.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,24.0,0,0,69.3,20.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,1,0,0,1
2,35.0,0,0,10.5,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,65.87,0,0,10.5,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,28.0,0,0,0.0,16.0,1,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
3,21.0,0,0,16.1,27.0,0,1,0,0,1,0.002244668911335578,0.7710437710437711,0,0,1,0
3,18.0,0,1,9.35,26.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
3,28.0,0,0,8.1375,19.0,1,1,0,1,0,0.001122334455667789,0.7710437710437711,0,1,0,0
3,1.0,5,2,46.9,31.0,0,1,0,0,1,0.006734006734006734,0.7710437710437711,0,0,1,0
3,28.0,5,2,69.55,33.0,1,1,0,1,0,0.007856341189674524,0.7710437710437711,0,0,1,0
3,26.0,0,0,56.4958,15.0,0,1,0,0,1,0.007856341189674524,0.7710437710437711,0,0,1,1
3,25.0,1,0,7.775,24.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
2,28.0,0,0,0.0,20.0,1,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
3,20.0,0,0,9.5,15.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
1,54.0,1,0,78.2667,30.0,0,0,0,1,0,0.002244668911335578,0.002244668911335578,1,0,0,1
3,22.0,0,0,8.05,22.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,59.0,0,0,13.5,25.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,0
2,54.0,1,3,23.0,37.0,0,1,0,1,0,0.001122334455667789,0.7710437710437711,0,0,1,1
1,27.0,0,0,30.5,27.0,0,1,0,0,1,0.001122334455667789,0.7710437710437711,0,0,1,1
1,31.0,1,0,52.0,22.0,0,0,0,0,1,0.001122334455667789,0.001122334455667789,0,0,1,0
1,22.0,0,0,135.6333,19.0,0,1,0,0,1,0.003367003367003367,0.7710437710437711,1,0,0,0
